trace,p,sizeRate,size,hitRate,update
wdev_0,0.7,0.2,10422,0.852705775854,74632
wdev_0,0.7,0.25,13027,0.872963216462,64295
wdev_0,0.7,0.3,15633,0.892096010333,54910
wdev_0,0.8,0.04,2084,0.206467201713,459805
wdev_0,0.8,0.05,2605,0.261191269981,428405
wdev_0,0.8,0.06,3126,0.376397873797,361729
wdev_0,0.8,0.07,3647,0.513059701493,282222
wdev_0,0.8,0.08,4168,0.592127196856,236212
wdev_0,0.8,0.09,4689,0.622821083193,218385
wdev_0,0.8,0.1,5211,0.643423507463,206765
wdev_0,0.8,0.15,7816,0.827102468427,100123
wdev_0,0.8,0.2,10422,0.859097633136,81912
wdev_0,0.8,0.25,13027,0.875580952486,72211
wdev_0,0.8,0.3,15633,0.883870219906,67427
wdev_0,0.9,0.04,2084,0.196908394418,523973
wdev_0,0.9,0.05,2605,0.257480625718,483932
wdev_0,0.9,0.06,3126,0.326674688687,439000
wdev_0,0.9,0.07,3647,0.495262684359,329222
wdev_0,0.9,0.08,4168,0.596047591186,263450
wdev_0,0.9,0.09,4689,0.620497273249,247546
wdev_0,0.9,0.1,5211,0.646691192705,230590
wdev_0,0.9,0.15,7816,0.833600580676,108573
wdev_0,0.9,0.2,10422,0.863485825311,89089
wdev_0,0.9,0.25,13027,0.871971043451,83404
wdev_0,0.9,0.3,15633,0.885793848803,74463
wdev_0,1,0.04,2084,0.199524750508,580082
wdev_0,1,0.05,2605,0.254502726751,540241
wdev_0,1,0.06,3126,0.298195597457,508578
wdev_0,1,0.07,3647,0.442622317407,403916
wdev_0,1,0.08,4168,0.594851187848,293600
wdev_0,1,0.09,4689,0.62515455268,271640
wdev_0,1,0.1,5211,0.643125441579,258617
wdev_0,1,0.15,7816,0.836392188466,118562
wdev_0,1,0.2,10422,0.869688631546,94433
wdev_0,1,0.25,13027,0.876262640201,89669
wdev_0,1,0.3,15633,0.889987470193,79723
hm_0,0.1,0.04,19559,0.2397386152,222625
hm_0,0.1,0.05,24449,0.272358543815,214014
hm_0,0.1,0.06,29339,0.287771071525,208216
hm_0,0.1,0.07,34229,0.302184250925,205210
hm_0,0.1,0.08,39118,0.312561862796,201327
hm_0,0.1,0.09,44008,0.326844499767,197734
hm_0,0.1,0.1,48898,0.33777461628,193854
hm_0,0.1,0.15,73347,0.379592503115,182013
hm_0,0.1,0.2,97797,0.384614126122,181176
hm_0,0.1,0.25,122246,0.383672380085,180337
hm_0,0.1,0.3,146695,0.383664199881,180849
hm_0,0.2,0.04,19559,0.235991399878,448675
hm_0,0.2,0.05,24449,0.276234597357,423906
hm_0,0.2,0.06,29339,0.30883237125,405960
hm_0,0.2,0.07,34229,0.334176689689,389455
hm_0,0.2,0.08,39118,0.356298007575,377656
hm_0,0.2,0.09,44008,0.369941566073,370228
hm_0,0.2,0.1,48898,0.382412969441,363347
hm_0,0.2,0.15,73347,0.424831078778,337041
hm_0,0.2,0.2,97797,0.45407190127,321329
hm_0,0.2,0.25,122246,0.468383168957,311333
hm_0,0.2,0.3,146695,0.469275833767,311453
hm_0,0.3,0.04,19559,0.245928303235,662921
hm_0,0.3,0.05,24449,0.273007165859,640411
hm_0,0.3,0.06,29339,0.301710139909,615427
hm_0,0.3,0.07,34229,0.333702578673,585979
hm_0,0.3,0.08,39118,0.359084730558,562563
hm_0,0.3,0.09,44008,0.379863472388,547001
hm_0,0.3,0.1,48898,0.398044658463,530210
hm_0,0.3,0.15,73347,0.44816443029,485064
hm_0,0.3,0.2,97797,0.477846983822,460006
hm_0,0.3,0.25,122246,0.493336541791,446099
hm_0,0.3,0.3,146695,0.507852996273,432323
hm_0,0.4,0.04,19559,0.255808967685,873853
hm_0,0.4,0.05,24449,0.280866297285,843923
hm_0,0.4,0.06,29339,0.30486463125,817305
hm_0,0.4,0.07,34229,0.326660786009,790615
hm_0,0.4,0.08,39118,0.354855224015,756888
hm_0,0.4,0.09,44008,0.37842102967,729579
hm_0,0.4,0.1,48898,0.401419674482,701823
hm_0,0.4,0.15,73347,0.463506062895,629400
hm_0,0.4,0.2,97797,0.49217324855,595322
hm_0,0.4,0.25,122246,0.514896833988,568286
hm_0,0.4,0.3,146695,0.525175601722,557718
hm_0,0.5,0.04,19559,0.259694905641,1085733
hm_0,0.5,0.05,24449,0.290094931273,1041573
hm_0,0.5,0.06,29339,0.311521613464,1011158
hm_0,0.5,0.07,34229,0.332618701583,978329
hm_0,0.5,0.08,39118,0.35162097568,950317
hm_0,0.5,0.09,44008,0.374641434372,917963
hm_0,0.5,0.1,48898,0.395826800531,885842
hm_0,0.5,0.15,73347,0.474497871783,771011
hm_0,0.5,0.2,97797,0.506617103717,723398
hm_0,0.5,0.25,122246,0.528709109203,690822
hm_0,0.5,0.3,146695,0.542361188747,671226
hm_0,0.6,0.04,19559,0.263601975792,1294801
hm_0,0.6,0.05,24449,0.291761307088,1246680
hm_0,0.6,0.06,29339,0.318281189075,1199836
hm_0,0.6,0.07,34229,0.339253188235,1163271
hm_0,0.6,0.08,39118,0.35764978636,1130596
hm_0,0.6,0.09,44008,0.373011187793,1104673
hm_0,0.6,0.1,48898,0.392773198378,1068278
hm_0,0.6,0.15,73347,0.476463165903,920720
hm_0,0.6,0.2,97797,0.514374323429,854827
hm_0,0.6,0.25,122246,0.539251347689,811685
hm_0,0.6,0.3,146695,0.555630843734,781993
hm_0,0.7,0.04,19559,0.273713731019,1493098
hm_0,0.7,0.05,24449,0.296932218826,1443471
hm_0,0.7,0.06,29339,0.322131679478,1391576
hm_0,0.7,0.07,34229,0.343214793082,1349003
hm_0,0.7,0.08,39118,0.363282538808,1307385
hm_0,0.7,0.09,44008,0.378718584606,1275912
hm_0,0.7,0.1,48898,0.392169567458,1248445
hm_0,0.7,0.15,73347,0.478859284123,1070506
hm_0,0.7,0.2,97797,0.52525978966,975673
hm_0,0.7,0.25,122246,0.547715473402,928388
hm_0,0.7,0.3,146695,0.564466146224,894532
hm_0,0.8,0.04,19559,0.278319186124,1693901
hm_0,0.8,0.05,24449,0.300034561364,1643152
hm_0,0.8,0.06,29339,0.325073485503,1583775
hm_0,0.8,0.07,34229,0.348029184243,1529883
hm_0,0.8,0.08,39118,0.366457821502,1487238
hm_0,0.8,0.09,44008,0.383179181925,1447458
hm_0,0.8,0.1,48898,0.398367435697,1411969
hm_0,0.8,0.15,73347,0.477956053215,1225417
hm_0,0.8,0.2,97797,0.534813927616,1091588
hm_0,0.8,0.25,122246,0.557269611358,1039273
hm_0,0.8,0.3,146695,0.572165422821,1003648
hm_0,0.9,0.04,19559,0.278972920797,1903478
hm_0,0.9,0.05,24449,0.308019804275,1827564
hm_0,0.9,0.06,29339,0.327151598276,1776871
hm_0,0.9,0.07,34229,0.348154273202,1721305
hm_0,0.9,0.08,39118,0.371141670234,1660251
hm_0,0.9,0.09,44008,0.387408006784,1618025
hm_0,0.9,0.1,48898,0.40233381233,1577658
hm_0,0.9,0.15,73347,0.473324694129,1391138
hm_0,0.9,0.2,97797,0.535022863671,1227888
hm_0,0.9,0.25,122246,0.559949991683,1161989
hm_0,0.9,0.3,146695,0.580681356496,1107052
hm_0,1,0.04,19559,0.284048396816,2100539
hm_0,1,0.05,24449,0.313012455725,2015561
hm_0,1,0.06,29339,0.331465292756,1961422
hm_0,1,0.07,34229,0.353603652734,1896470
hm_0,1,0.08,39118,0.373817960457,1837163
hm_0,1,0.09,44008,0.391593203886,1785012
hm_0,1,0.1,48898,0.405857435397,1743162
hm_0,1,0.15,73347,0.469843335451,1555433
hm_0,1,0.2,97797,0.539855319451,1350024
hm_0,1,0.25,122246,0.567399772045,1269211
hm_0,1,0.3,146695,0.58712497171,1211339
prn_1,0.1,0.04,773749,0.171185024983,3941388
prn_1,0.1,0.05,967186,0.181584045849,3894474
prn_1,0.1,0.06,1160623,0.185606665738,3878050
prn_1,0.1,0.07,1354061,0.192811327961,3838441
prn_1,0.1,0.08,1547498,0.196121199286,3823245
prn_1,0.1,0.09,1740935,0.203799808198,3788362
prn_1,0.1,0.1,1934373,0.221414126188,3707305
prn_1,0.1,0.15,2901559,0.273947869353,3450594
prn_1,0.1,0.2,3868746,0.274089906237,3453540
prn_1,0.1,0.25,4835932,0.273973868114,3452394
prn_1,0.1,0.3,5803119,0.274011930972,3458119
prn_1,0.2,0.04,773749,0.195324401375,7654954
prn_1,0.2,0.05,967186,0.229609347498,7329591
prn_1,0.2,0.06,1160623,0.251268311813,7125307
prn_1,0.2,0.07,1354061,0.267186825434,6973742
prn_1,0.2,0.08,1547498,0.275134543587,6899247
prn_1,0.2,0.09,1740935,0.27649644148,6889402
prn_1,0.2,0.1,1934373,0.276755651436,6881948
prn_1,0.2,0.15,2901559,0.2864569303,6789587
prn_1,0.2,0.2,3868746,0.318493708731,6486668
prn_1,0.2,0.25,4835932,0.374400291926,5952083
prn_1,0.2,0.3,5803119,0.374468620116,5951343
prn_1,0.3,0.04,773749,0.215323669543,11202587
prn_1,0.3,0.05,967186,0.238122144616,10874616
prn_1,0.3,0.06,1160623,0.266856849247,10463733
prn_1,0.3,0.07,1354061,0.296569733605,10039872
prn_1,0.3,0.08,1547498,0.311540711148,9825075
prn_1,0.3,0.09,1740935,0.325423650015,9631894
prn_1,0.3,0.1,1934373,0.334523741692,9495624
prn_1,0.3,0.15,2901559,0.338014595498,9443287
prn_1,0.3,0.2,3868746,0.345852055366,9335740
prn_1,0.3,0.25,4835932,0.355883961961,9197220
prn_1,0.3,0.3,5803119,0.399934900112,8566851
prn_1,0.4,0.04,773749,0.240750079168,14454003
prn_1,0.4,0.05,967186,0.255549406042,14175230
prn_1,0.4,0.06,1160623,0.275625325365,13786570
prn_1,0.4,0.07,1354061,0.298448622214,13350154
prn_1,0.4,0.08,1547498,0.332080698892,12713179
prn_1,0.4,0.09,1740935,0.350178358434,12366732
prn_1,0.4,0.1,1934373,0.356998840102,12237716
prn_1,0.4,0.15,2901559,0.378221227007,11832507
prn_1,0.4,0.2,3868746,0.381332587181,11773393
prn_1,0.4,0.25,4835932,0.386797518268,11670938
prn_1,0.4,0.3,5803119,0.390457857932,11604232
prn_1,0.5,0.04,773749,0.24878777363,17874069
prn_1,0.5,0.05,967186,0.275683502059,17231764
prn_1,0.5,0.06,1160623,0.287002420869,16963210
prn_1,0.5,0.07,1354061,0.309016078058,16443048
prn_1,0.5,0.08,1547498,0.331872036244,15897620
prn_1,0.5,0.09,1740935,0.364533436476,15116817
prn_1,0.5,0.1,1934373,0.380848678154,14730659
prn_1,0.5,0.15,2901559,0.409378881621,14054785
prn_1,0.5,0.2,3868746,0.409922690783,14040237
prn_1,0.5,0.25,4835932,0.413760650113,13951554
prn_1,0.5,0.3,5803119,0.416957194585,13873575
prn_1,0.6,0.04,773749,0.245659809558,21534533
prn_1,0.6,0.05,967186,0.298761889415,20017993
prn_1,0.6,0.06,1160623,0.307692600322,19763101
prn_1,0.6,0.07,1354061,0.315892151256,19529012
prn_1,0.6,0.08,1547498,0.342394955812,18777581
prn_1,0.6,0.09,1740935,0.363927142015,18157997
prn_1,0.6,0.1,1934373,0.393938265995,17298714
prn_1,0.6,0.15,2901559,0.432497160366,16199620
prn_1,0.6,0.2,3868746,0.433757291081,16169173
prn_1,0.6,0.25,4835932,0.437824636405,16050424
prn_1,0.6,0.3,5803119,0.438384082655,16033245
prn_1,0.7,0.04,773749,0.247201008525,25072673
prn_1,0.7,0.05,967186,0.308034997905,23048075
prn_1,0.7,0.06,1160623,0.327403086782,22405216
prn_1,0.7,0.07,1354061,0.333166635809,22210816
prn_1,0.7,0.08,1547498,0.342525811336,21896578
prn_1,0.7,0.09,1740935,0.371390761982,20936546
prn_1,0.7,0.1,1934373,0.395566877125,20130390
prn_1,0.7,0.15,2901559,0.450379074331,18304766
prn_1,0.7,0.2,3868746,0.451915418234,18254257
prn_1,0.7,0.25,4835932,0.453349994959,18205136
prn_1,0.7,0.3,5803119,0.457843934337,18057241
prn_1,0.8,0.04,773749,0.252581427877,28451993
prn_1,0.8,0.05,967186,0.310761525979,26235950
prn_1,0.8,0.06,1160623,0.345641143835,24907044
prn_1,0.8,0.07,1354061,0.349887811249,24744633
prn_1,0.8,0.08,1547498,0.356602385274,24490306
prn_1,0.8,0.09,1740935,0.376004312473,23753793
prn_1,0.8,0.1,1934373,0.392569495349,23119371
prn_1,0.8,0.15,2901559,0.454843294835,20747173
prn_1,0.8,0.2,3868746,0.46757680264,20262825
prn_1,0.8,0.25,4835932,0.469159637456,20204381
prn_1,0.8,0.3,5803119,0.469659414764,20184262
prxy_0,0.1,0.04,3179,0.33425975218,54624
prxy_0,0.1,0.05,3974,0.354780480343,52815
prxy_0,0.1,0.06,4768,0.375992657182,51159
prxy_0,0.1,0.07,5563,0.39272571516,49504
prxy_0,0.1,0.08,6358,0.410424353679,47951
prxy_0,0.1,0.09,7153,0.4252372648,47065
prxy_0,0.1,0.1,7948,0.446666054765,45307
prxy_0,0.1,0.15,11922,0.519501912192,39311
prxy_0,0.1,0.2,15896,0.557675998164,36103
prxy_0,0.1,0.25,19870,0.571087654888,35092
ts_0,0.1,0.04,5245,0.3540983967,70521
proj_3,0.1,0.04,55341,0.220760025939,537578
ts_0,0.1,0.05,6557,0.424991365576,62781
prxy_0,0.1,0.3,23844,0.574427413186,35063
ts_0,0.1,0.06,7868,0.490871330141,55618
ts_0,0.1,0.07,9179,0.544344292257,49646
ts_0,0.1,0.08,10491,0.586487608114,45229
ts_0,0.1,0.09,11802,0.61864614071,41172
prxy_0,0.2,0.04,3179,0.354801284993,104758
ts_0,0.1,0.1,13114,0.628960726886,40529
proj_3,0.1,0.05,69177,0.28162846865,496385
ts_0,0.1,0.15,19671,0.677471987365,35206
ts_0,0.1,0.2,26228,0.687727025792,34288
prxy_0,0.2,0.05,3974,0.380058130641,101449
ts_0,0.1,0.25,32785,0.686863125377,34129
ts_0,0.1,0.3,39342,0.687822302189,34057
ts_0,0.2,0.04,5245,0.355880248561,141461
prxy_0,0.2,0.06,4768,0.401621538932,97905
ts_0,0.2,0.05,6557,0.435062264042,123530
proj_3,0.1,0.06,83012,0.330458418168,463523
ts_0,0.2,0.06,7868,0.49852917061,109462
prxy_0,0.2,0.07,5563,0.423678139819,94776
ts_0,0.2,0.07,9179,0.550114011036,98339
ts_0,0.2,0.08,10491,0.597427903709,87758
ts_0,0.2,0.09,11802,0.634361249623,79966
prxy_0,0.2,0.08,6358,0.441469787364,91090
ts_0,0.2,0.1,13114,0.667532093946,72896
ts_0,0.2,0.15,19671,0.723058079209,60413
proj_3,0.1,0.07,96848,0.354479832926,446611
ts_0,0.2,0.2,26228,0.748392439818,54690
ts_0,0.2,0.25,32785,0.752886920658,53723
prxy_0,0.2,0.09,7153,0.456206822702,88431
ts_0,0.2,0.3,39342,0.759217304393,52629
ts_0,0.3,0.04,5245,0.337060411649,217203
prxy_0,0.2,0.1,7948,0.4736080771,85900
ts_0,0.3,0.05,6557,0.425895575236,187433
ts_0,0.3,0.06,7868,0.502472147686,163234
proj_3,0.1,0.08,110683,0.365413550591,438917
ts_0,0.3,0.07,9179,0.565523136133,142267
prxy_0,0.2,0.15,11922,0.536141961144,75923
ts_0,0.3,0.08,10491,0.604644174719,129165
ts_0,0.3,0.09,11802,0.637725239359,118378
ts_0,0.3,0.1,13114,0.664115885415,109814
prxy_0,0.2,0.2,15896,0.610199173933,63892
ts_0,0.3,0.15,19671,0.74055962058,84732
ts_0,0.3,0.2,26228,0.766986911405,76337
proj_3,0.1,0.09,124518,0.369770134621,436541
ts_0,0.3,0.25,32785,0.781746507983,71283
prxy_0,0.2,0.25,19870,0.648022028453,57634
ts_0,0.3,0.3,39342,0.785524583601,70293
ts_0,0.4,0.04,5245,0.30719767379,303011
prxy_0,0.2,0.3,23844,0.670994033961,54119
ts_0,0.4,0.05,6557,0.41357743635,256493
ts_0,0.4,0.06,7868,0.494642076806,221221
proj_3,0.1,0.1,138354,0.371417601821,433740
ts_0,0.4,0.07,9179,0.565957376638,189613
prxy_0,0.3,0.04,3179,0.363776655958,156200
ts_0,0.4,0.08,10491,0.613498466875,168832
ts_0,0.4,0.09,11802,0.650289814312,153049
ts_0,0.4,0.1,13114,0.676661221865,141303
ts_0,0.4,0.15,19671,0.748480387262,109390
prxy_0,0.3,0.05,3974,0.386160012238,149966
ts_0,0.4,0.2,26228,0.779714555577,96131
proj_3,0.1,0.15,207531,0.374914996394,431768
ts_0,0.4,0.25,32785,0.791765187653,90880
ts_0,0.4,0.3,39342,0.802449885989,85748
prxy_0,0.3,0.06,4768,0.41074621386,145184
ts_0,0.5,0.04,5245,0.26015861688,403153
ts_0,0.5,0.05,6557,0.391370706722,332181
prxy_0,0.3,0.07,5563,0.433398806792,138939
ts_0,0.5,0.06,7868,0.483636736747,281422
proj_3,0.1,0.2,276708,0.377646110326,430493
ts_0,0.5,0.07,9179,0.562530174676,238819
ts_0,0.5,0.08,10491,0.613133851429,210529
prxy_0,0.3,0.08,6358,0.454131252868,134194
ts_0,0.5,0.09,11802,0.656499270311,188198
ts_0,0.5,0.1,13114,0.682853271599,173516
ts_0,0.5,0.15,19671,0.741621402743,140959
ts_0,0.5,0.2,26228,0.783810524561,117999
prxy_0,0.3,0.09,7153,0.471823772373,129177
ts_0,0.5,0.25,32785,0.798991535975,109564
proj_3,0.1,0.25,345885,0.378052912004,429961
ts_0,0.5,0.3,39342,0.81287349035,102279
ts_0,0.6,0.04,5245,0.212751280048,515829
prxy_0,0.3,0.1,7948,0.495772372648,123401
ts_0,0.6,0.05,6557,0.350383533307,425579
ts_0,0.6,0.06,7868,0.471997442195,345632
prxy_0,0.3,0.15,11922,0.556459538014,108605
ts_0,0.6,0.07,9179,0.552142298965,293104
proj_3,0.1,0.3,415062,0.378480987195,429585
ts_0,0.6,0.08,10491,0.61752297856,250573
ts_0,0.6,0.09,11802,0.652604847553,227181
prxy_0,0.3,0.2,15896,0.617140584366,93850
ts_0,0.6,0.1,13114,0.691557320205,202086
ts_0,0.6,0.15,19671,0.746185508643,165787
ts_0,0.6,0.2,26228,0.784718398697,140941
prxy_0,0.3,0.25,19870,0.677073887104,79313
ts_0,0.6,0.25,32785,0.805463002068,127370
ts_0,0.6,0.3,39342,0.81512073077,120781
proj_3,0.2,0.04,55341,0.175966110569,1139464
ts_0,0.7,0.04,5245,0.17392156737,630344
prxy_0,0.3,0.3,23844,0.704829738412,72531
ts_0,0.7,0.05,6557,0.306530739006,530008
ts_0,0.7,0.06,7868,0.443796544582,424688
ts_0,0.7,0.07,9179,0.541153449051,350662
prxy_0,0.4,0.04,3179,0.371667737494,205300
ts_0,0.7,0.08,10491,0.617610926004,292514
ts_0,0.7,0.09,11802,0.653838860128,264596
proj_3,0.2,0.05,69177,0.257775505387,1027568
ts_0,0.7,0.1,13114,0.688824536604,237440
prxy_0,0.4,0.05,3974,0.392042833104,198629
ts_0,0.7,0.15,19671,0.753596913045,188150
ts_0,0.7,0.2,26228,0.778236855293,169219
ts_0,0.7,0.25,32785,0.805441015207,148605
prxy_0,0.4,0.06,4768,0.413028606394,192092
ts_0,0.7,0.3,39342,0.816030437145,140592
ts_0,0.8,0.04,5245,0.156851518147,736523
proj_3,0.2,0.06,83012,0.337998938061,914606
ts_0,0.8,0.05,6557,0.2453083245,659048
prxy_0,0.4,0.07,5563,0.436794860028,184663
ts_0,0.8,0.06,7868,0.426405853635,501171
ts_0,0.8,0.07,9179,0.510902276648,427102
prxy_0,0.4,0.08,6358,0.459627351996,176510
ts_0,0.8,0.08,10491,0.618223809755,333912
ts_0,0.8,0.09,11802,0.653677623147,302449
proj_3,0.2,0.07,96848,0.410595888481,814500
ts_0,0.8,0.1,13114,0.683380956264,276284
ts_0,0.8,0.15,19671,0.752330836298,216193
prxy_0,0.4,0.09,7153,0.479986538167,170334
ts_0,0.8,0.2,26228,0.78104292843,191607
ts_0,0.8,0.25,32785,0.807320891824,168477
ts_0,0.8,0.3,39342,0.820087929122,156960
prxy_0,0.4,0.1,7948,0.498740094845,164338
proj_3,0.2,0.08,110683,0.464690381376,740676
ts_0,0.9,0.04,5245,0.150271949987,835114
ts_0,0.9,0.05,6557,0.211131581286,775183
prxy_0,0.4,0.15,11922,0.576724491357,138260
ts_0,0.9,0.06,7868,0.401430611757,588093
ts_0,0.9,0.07,9179,0.476766758798,514024
prxy_0,0.4,0.2,15896,0.629360256999,121080
ts_0,0.9,0.08,10491,0.610933333089,382344
proj_3,0.2,0.09,124518,0.493663314955,700013
ts_0,0.9,0.09,11802,0.659785389914,334554
ts_0,0.9,0.1,13114,0.681133715844,313053
prxy_0,0.4,0.25,19870,0.685270919382,102764
ts_0,0.9,0.15,19671,0.757071753205,238429
ts_0,0.9,0.2,26228,0.784484788299,211703
ts_0,0.9,0.25,32785,0.806666782708,190009
proj_3,0.2,0.1,138354,0.510451879819,677126
ts_0,0.9,0.3,39342,0.82379637968,172957
prxy_0,0.4,0.3,23844,0.728648615573,88839
ts_0,1,0.04,5245,0.147608791446,930437
ts_0,1,0.05,6557,0.192611315355,881314
prxy_0,0.5,0.04,3179,0.373986844118,255480
ts_0,1,0.06,7868,0.287335293218,777917
proj_3,0.2,0.15,207531,0.529267796054,649890
ts_0,1,0.07,9179,0.471357990987,577045
prxy_0,0.5,0.05,3974,0.399089490592,245717
ts_0,1,0.08,10491,0.532231364074,510598
ts_0,1,0.09,11802,0.66690272005,363596
ts_0,1,0.1,13114,0.68846999847,340054
prxy_0,0.5,0.06,4768,0.417544439345,237777
ts_0,1,0.15,19671,0.75946374046,262560
proj_3,0.2,0.2,276708,0.530867795822,649058
ts_0,1,0.2,26228,0.788352643599,231026
ts_0,1,0.25,32785,0.802961080508,215080
ts_0,1,0.3,39342,0.820392080699,196053
prxy_0,0.5,0.07,5563,0.436001835704,230228
proj_3,0.2,0.25,345885,0.534489792404,643529
prxy_0,0.5,0.08,6358,0.460233134465,220755
usr_0,0.1,0.04,22181,0.679938232625,297060
prxy_0,0.5,0.09,7153,0.483053388404,211367
proj_3,0.2,0.3,415062,0.537124379577,639661
prxy_0,0.5,0.1,7948,0.505579929631,202783
usr_0,0.1,0.05,27726,0.686798127986,291924
prxy_0,0.5,0.15,11922,0.591107847637,167284
proj_3,0.3,0.04,55341,0.14801184544,1766000
prxy_0,0.5,0.2,15896,0.644577023099,145101
usr_0,0.1,0.06,33271,0.701935269367,276552
prxy_0,0.5,0.25,19870,0.694695426036,124467
prxy_0,0.5,0.3,23844,0.742068838917,105670
proj_3,0.3,0.05,69177,0.20768188022,1643579
usr_0,0.1,0.07,38816,0.715567094768,264490
prxy_0,0.6,0.04,3179,0.380266177145,303312
usr_0,0.1,0.08,44362,0.72958566611,251114
prxy_0,0.6,0.05,3974,0.404348171944,291574
proj_3,0.3,0.06,83012,0.303605600057,1442871
prxy_0,0.6,0.06,4768,0.421953801438,283566
usr_0,0.1,0.09,49907,0.734978467877,246678
prxy_0,0.6,0.07,5563,0.440843200245,273407
proj_3,0.3,0.07,96848,0.397015282632,1249303
prxy_0,0.6,0.08,6358,0.45971546581,264708
usr_0,0.1,0.1,55452,0.73963406211,242055
proj_3,0.3,0.08,110683,0.478823519707,1080287
prxy_0,0.6,0.09,7153,0.482666666667,253309
usr_0,0.1,0.15,83179,0.762939381127,220687
prxy_0,0.6,0.1,7948,0.505701086125,241669
proj_3,0.3,0.09,124518,0.529891384965,973603
prxy_0,0.6,0.15,11922,0.598686859416,196056
usr_0,0.1,0.2,110905,0.77524182119,208898
prxy_0,0.6,0.2,15896,0.65021875478,171435
proj_3,0.3,0.1,138354,0.55311077379,925532
prxy_0,0.6,0.25,19870,0.705849166284,143759
usr_0,0.1,0.25,138631,0.777296785842,207351
proj_3,0.3,0.15,207531,0.603546656506,821524
prxy_0,0.6,0.3,23844,0.748940492581,123131
